"","Score","Tweet","Continent"
"262",0,"Funky Seattle Space Needle Samsung Galaxy S4 Cases Funky Seattle Space Needle Samsung Galaxy S4 Cases 4495 by httptcotndHdX8zUG","Asia"
"263",0,"I liked a YouTube video from mrskypr0z httptcoL2LtU2EchF Samsung Galaxy S4 Slow Motion Tests","Europe"
"264",1,"SamsungMobile What happens with the update Android 43 for the Samsung Galaxy S4 Active","NorthAmerica"
"265",1,"Otterbox Defender case for Samsung Galaxy SIV httptcoU6t423Um5v","Asia"
"266",0,"I fucking HATE my phone I want the Galaxy S4 so bad","Asia"
"267",0,"Samsung Galaxy S4 SGHI337 16GB Black ATT Unlocked bundle w Cover 40000 0 Bids End Date Tuesday httptcoYmeNTDwicn","NorthAmerica"
"268",0,"CELL PHONE CASE COVER BLING FOR SAMSUNG GALAXY S4 S IV PURPLE LEOPARD BUNDLE 1295 0 Bids End Date httptcouvfarON3JR","NorthAmerica"
"269",0,"samsung s4 mini galaxy new android smart smartphone price 469 httptcoHHXgmHW2sf","NorthAmerica"
"270",2,"4eyedlegend I was thinking that I had the s4 but it broke so Im deciding Weather to get the newest galaxy or iPhone","Europe"
"271",0,"Check out this item I found on eBay httptcoMLE2auyvd5 samsung galaxy S4 white mist bargin hardly used boxed Perfect xmas giftbid","Asia"
"272",1,"US Cellular Now Selling The Galaxy S4 Mini For 50 httptcofFcsgENwMG","Asia"
"273",1,"BTC242 yes plz do Btc doin it big dis holiday want dat samsung galaxy note 3 or the samsung galaxy S4 thing called get connected with BTC","NorthAmerica"
"274",0,"EccentricBibi galaxy S4 anyday","Asia"
"275",0,"I want the Galaxy S4","Asia"
"276",1,"idk whether to get the galaxy s4 or the note 3","Asia"
"277",1,"My parents got the Galaxy S4 they dont know how to use it ","NorthAmerica"
"278",-1,"LornaMallick hahaha galaxy s4 i went all out haha have internet and its a touch phone o haha em alri think i git it out p","Asia"
"279",2,"OtterBox 7727604 Commuter Series Case for Samsung Galaxy S4 1 Pack Carrier Packaging Black 2190 httptcortf9tCWIv4","NorthAmerica"
"280",1,"CueBunny enjoying the beta hhaha I love my galaxy s4 httptcoQYDc0hJFES","Europe"
"281",1,"Otterbox Defender Series case for SGS4 httptcoH15gWExCYi","NorthAmerica"
"282",1,"Really want a samsung galaxy note 3or the S4","NorthAmerica"
"283",1,"The samsung galaxy S4 helps you loose weigh thou httptcoSJsHNsgbdV","Asia"
"284",0,"Toms Hardware comment rooter un Galaxy S4 httptcoPhlhrT4zFh","Asia"
"285",0,"13smashuhlee robykenobi my Galaxy S4 came programmed with the app","Europe"
"286",3,"My wish list for this festive is new phone bt not blackberry thank u maybe a iPhone 5 or Samsung Galaxy S4 please grant my wish LORD","Asia"
"287",0,"Listing to pitbullinternational love pitbull international love TTPOD galaxy s4 httptcoTIsYQcmLyO","NorthAmerica"
"288",1,"Download Free CM 11 Nightlies arrive to get KitKat on Galaxy S4 I9500 httptcojlrgPITxPp","NorthAmerica"
"289",1,"Neat Galaxy s4 original only k2200 Klaus Kingpin Richniggrattitude 819pm Nov 25 Neat Galaxy s4 original on httptcou8udgwiqBA","NorthAmerica"
"290",1,"3D Luxury FairyTale Hello Kitty White Flower Design Case For Samsung Galaxy S4 Price 125 USD 3 Bids End httptcoJbX8gWIusD","Asia"
"291",1,"US Cellular Now Selling The Galaxy S4 Mini For 50 httptcoB6Q3hQvLnU","Europe"
"292",2,"Good thing samsung galaxy s4 are resistant if I did that to an iPhone it would be broken","Europe"
"293",1,"What does your phone say about you Want Galaxy S4 Mini Take a look httptcoJzluS0sRuB","Asia"
"294",0,"Samsung Galaxy S4 2in1 case stand for those with unsupported hands httptcorl1yy6OWp6","Asia"
"295",2,"Does any of you know how to activate the eye thing in the S4 Galaxy","Europe"
"296",0,"Thinking bout getting the Galaxy S4","Europe"
"297",1,"BE AMONG THE 20 PEOPLE TO WIN A NEWSAMSUNG GALAXY S4 AND 10 NEW IPADSCHECK THE FIRST COMMENT TO WIN","NorthAmerica"
"298",0,"samsung galaxy s4 texas evolution evox mitsubishi httptcoXSiPLDKjKZ","Asia"
"299",3,"Im selling a Samsung Galaxy S4 Active The phone from the KingJames Commercial got a great deal going n its att hmu if yu interested","Asia"
"300",1,"Otterbox Defender protective case for SGS4 httptcoWnlovDbFBK","Europe"
"301",1,"I want the galaxy s4 ooooh that phone is sexy ","Europe"
"302",2,"Im selling my galaxy s4 I want my iPhone back","Europe"
"303",2,"Get a Samsung Galaxy S4 for free on Black Friday httptcof6z5c313N2 SamsungMobileUS BlackFriday christmasgifts Christmas","Europe"
"304",1," httptcoPDXCJZcIWr 95 filibuster New breed of Senate Democrats drove filibuster change which is better iphone5 or galaxy s4 ios","Asia"
"305",0,"US Cdns Enter to win a Pelican ProGear Galaxy S4 protector case httptcomwRT5kGv4G ParentClub giveaway httptco0D5X9ArC3i","Asia"
"306",3,"The Galaxy S4 is sick as fuck but I miss my iphone sometimes","Asia"
"307",3,"Treasure Design The Weeknd XO BLACK Sides Samsung Galaxy S4 9500 Best Durable Case httptcoy2BwEOLNtJ","NorthAmerica"
"308",2,"uh oh the grandparents just got galaxy s4s what an upgrade from a flip phone to the smartest of smart phones","NorthAmerica"
"309",1,"xobrenna Galaxy S4 or the Galaxy Note 3note 3","Europe"
"310",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptco0Kifpac8UI","Asia"
"311",2,"FREE phones Best tariffs All networks Galaxy S4 Mini Mega deal httptcoJzluS0sRuB","Europe"
"312",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptco2GCGqSecxV","Europe"
"313",1,"Otterbox Commuter Series case for Galaxy S4 httptcoR6rrFnUCnV","Europe"
"314",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptcoigUn5e8tVl","Europe"
"315",3,"Samsung Galaxy S4 quick sale Used but very good condition 16GB DM me offers ASAP Thanks","Asia"
"316",7,"classykatie its dope Ive had it for awhile its just as new as the galaxy s4 just look it up","NorthAmerica"
"317",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptcoo6X612VEJ6","NorthAmerica"
"318",2,"The best thing abt the iPhone are the emojis I prefer my galaxy s4","NorthAmerica"
"319",-1,"Galaxy S4 2in1 case stand for those with small hands httptcokP0O02UQuX","Europe"
"320",1,"Samsung Galaxy SIV desktop cradle perfect for bedside tables and office desks httptcoh7G18pg8HT","Europe"
"321",2,"TCUKahne5 The software update for Samsung Galaxy S4 is temporarily on hold while ATT and Samsung look into potential improvements jl","Asia"
"322",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptco9fG0tgiDNN","Europe"
"323",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptcoun92oqQZCV","Asia"
"324",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptco43YcjIfjSE","Europe"
"325",1," httptcoTtT8KncAcm 20 Doctor Who Doctor Who celebrates 50 years today google play chelpus samsung galaxy s4","Asia"
"326",-1," httptcoKsVHrfy5pk 20 JFK JFK Six things you didnt know about John F Kennedy android developer samsung galaxy s4","Asia"
"327",5,"PilarSamaurani If you change your mind I suggest like sony experia Z I heard you can use it in shower or galaxy S4 its in high definition","Europe"
"328",2,"Hmmmmm someone gave me a samsung galaxy s4 the following day he was promoted to manager a friend of mine sent httptcoKcgwp1h2KV","Asia"
"329",2,"Samsung Drops Android 44 Kernel Source For The Galaxy S4 Google Play Edition Is It About To Start Raining Kit httptco19atUQZGMM","NorthAmerica"
"330",0,"Might get a free new samsung galaxy s4 ","Europe"
"331",1,"Look SALETRADE USED Samsung galaxy s4att black mist 16gb 2 Forum Sell or TradePosted By copualt httptconf1dzxrB3u","Europe"
"332",1,"Look SALETRADE USED Samsung galaxy s4att black mist 16gb 1 Forum Sell or TradePosted By copualt httptcoL43bDxeiG8","Asia"
"333",1,"Look SALETRADE USED Samsung galaxy s4att black mist 16gb 2 Forum Sell or TradePosted By copualt httptcoMo0bWtGZnX","Asia"
"334",1,"Look SALETRADE USED Samsung galaxy s4att black mist 16gb 1 Forum Sell or TradePosted By copualt httptcoqLc62C1lKT","Asia"
"335",-1,"phonecovers ebay new Check out this item I found on eBay httptcoi151g54P74","NorthAmerica"
"336",3,"If you see a galaxy s4 smashed in the middle of monte vista its mine I forgot it on the roof of my car","NorthAmerica"
"337",4,"First food pic with my new galaxy s4 first smartphone for me 2013 baby On the real tho this food is delish httptco3WEHJhGgf5","Europe"
"338",1,"Anyone wanna buy galaxy s4 for tmobile","NorthAmerica"
"339",4,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less WhatsYourMore via A Day in httptcoH5aw1hPc69","NorthAmerica"
"340",0,"caspertek if the galaxy s4 on ATT could get kit Kat already","Europe"
"341",5,"Just saw a commercial for the Galaxy S4 Seriously its all its cracked up to be Best phone Ive ever had","NorthAmerica"
"342",1,"SamsungMobileUS My S4 got wet and now it wont turn on at all Nothing I can do about it Never getting a galaxy again cellphones","Asia"
"343",3,"NEED OPINIONS I have an iPhone 5 hate it Is it worth making the switch to either the Galaxy S4 or the iPhone 5s","Europe"
"344",0,"WINTER SPECIAL Samsung Galaxy S4 glass replacement 99","Asia"
"345",0,"What does your phone say about you Want Galaxy S4 White Frost Unmissable deal httptcoJzluS0sRuB","Europe"
"346",1,"Battlefield can i play bf4 commander from Galaxy S4 ","NorthAmerica"
"347",2,"Benks Magic Fruit Pie Protective PU leather Case Cover for Samsung Galaxy S4 i9500 Blue httptcoS2bIqtqkYp","Europe"
"348",1,"Samsung Galaxy S4 desktop cradle perfect for nigtstands and office desks httptcosz0fF5FWPB","NorthAmerica"
"349",3,"SamsungMobileUS now my galaxy S4 is no longer the only galaxy in my house p","Europe"
"350",1,"Samsung Galaxy S4 for 0 Come in today to take advantage of this awesome deal","Europe"
"351",2,"Which of these would you love to as an xmas giftBlackberry Q10Blackberry Z10Samsung galaxy S4IPAD 3Nokia httptcojZKiPbyS0R","Europe"
"352",0,"Samsung Galaxy SIV leather flip cover httptcowXYUqMZTDO","Europe"
"353",0,"Galaxy S4 casestand for those with smaller hands httptcoPw7cg2bRuG","NorthAmerica"
"354",1,"Samsung question What Are The Most Required Apps Everyday Apps For Samsung Galaxy S4 httptcoh7rFkd5k05","Asia"
"355",2,"My Galaxy S4 just committed suicide but I will be receiving my replacement tomorrow by 3","NorthAmerica"
"356",1,"Selling galaxy s4 mint condition 280 the lowest ","Asia"
"357",3,"afterlightapp did u plan an android version of afterlight i realy like the app in my ipad but have Galaxy S4 to take photos ","Asia"
"358",0,"They made a galaxy s4 mini Thats pretty right","Asia"
"359",1,"SGS4 desktop charging station perfect for bedside tables and work desks httptcomsrQKwQopo","NorthAmerica"
"360",0,"Samsung Galaxy S4 MHL converter the bliss of Angry Birds on the big screen httptcoChcX3GAWTE","Asia"
"361",0,"PS4 or Xbox One iPhone 5s or Galaxy S4 Though Ive been team IPhone for over 4 years","NorthAmerica"
"362",0,"NeverPowerless thanks for the shout out carlosgio15 you can get the S4 back door here httptcolaXLe80bHh","NorthAmerica"
"363",0,"Wallet Style Plastic and Frosted Leather Case with Magnetic Buckle and Hand Strap for Samsung Galaxy S4 httptcozX4OFaQcUo","Europe"
"364",-1,"Bobs black Friday tip Samsung Galaxy S4 will be free with a contract on Black Friday 965BOBfm","NorthAmerica"
"365",1,"This taxi drivers got 2 iPhones a samsung galaxy S4 and a GPS Dude what are you pushing","NorthAmerica"
"366",0,"The Galaxy S4 with the watch phone is craaazy lol","NorthAmerica"
"367",5,"I got 3 New galaxy s4s yesterday for 96 cents Lol I love having friends that hook me up Hahahaha","Asia"
"368",-1,"Ive got to go buy a new Galaxy S4 bc mine is broken Sigh","NorthAmerica"
"369",3,"DealSeekingMom Staples Q4 Im going to get the Samsung Galaxy S4 for my step dad thats his dream gift PerfectGifts","NorthAmerica"
"370",-1,"Thinking about getting the Samsung Galaxy S4 ihatedecision","Europe"
"371",1,"Msjones u said that i got a galaxy s4","Asia"
"372",-1,"MikeUSMCRichman dont Galaxy s4 all the way","Europe"
"373",1,"How to Root the Samsung Galaxy S4 All Qualcomm Models httptcoHxYE70nasn via youtube","Europe"
"374",2,"PrettyMFlacko at RadioShack you can get the galaxy S 3 for free and the s4 for 40","Asia"
"375",0,"This galaxy S4 is awesome","Asia"
"376",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptco9JGI4jo0f5","NorthAmerica"
"377",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcox27JGHDHmX","NorthAmerica"
"378",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcoeWj2PHvwcE","NorthAmerica"
"379",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptco7p0cCRTndI","Asia"
"380",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcoG8kMx0jY7G","Asia"
"381",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcoToJPGNDe2W","Europe"
"382",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcoTJe99gjA6x","Europe"
"383",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcok7vpYtqRh7","Asia"
"384",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptco2UXZJULaKP","Europe"
"385",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptco5eZggIMogz","Europe"
"386",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcodnAJcdVbyX","NorthAmerica"
"387",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcou3vGRMH8Mw","Europe"
"388",2,"Dont Miss this Big Battle Between Two Of The Baddest Smartphones In The World httptcoJ6zgA6piat","NorthAmerica"
"389",1,"Samsung Galaxy S4 MHL adapter the euphoria of your photo gallery on the HDTV httptcomU1QHb9dnG","Europe"
"390",0,"Hulkette2001 Oooh twitter on this Samsung galaxy s4","Europe"
"391",2,"Galaxy s4 the portable laptop for your pocket","Europe"
"392",1,"Flower Red Kitty Riding Bicycle Crystal Bling case for Samsung Galaxy S4 httptcoW07rohdTPy","NorthAmerica"
"393",1,"Samsung Galaxy S4 MHL converter the euphoria of your photo gallery on the big screen httptcotvCIGl8bk4","Europe"
"394",1,"SGSIV desktop charging station perfect for nigtstands and office desks httptcoZL1nMiVCCd","Asia"
"395",1,"I Love My new phone Im on that Galaxy S4 status","NorthAmerica"
"396",1,"Lets see how I like this Galaxy S4","NorthAmerica"
"397",3,"The Samsung Galaxy S4 and Cricket Wireless A Holiday Gift for Less httptcoUsuE28tuak","NorthAmerica"
"398",0,"Question of the day Should I go Android with the Galaxy S4 Or stay teamiphone ","NorthAmerica"
"399",0,"Galaxy S4 Price 1775 USD 24 Bids End Time 20131126 081021 PDT httptcoLY3NKDA77r","NorthAmerica"
"400",0,"HTC One Mini vs iPhone 5C vs Galaxy S4 Mini vs DROID Mini You cannot get a better deal than the one over httptcoim2EVMwLuQ","Asia"
"401",1,"AshhMombele yh the galaxy s4 seems good","NorthAmerica"
"402",1,"Samsung Galaxy S4 Mini launches on US Cellular for 4999 oncontract httptcobtrIF8BQim httptcoe3ZKQ44utM","Asia"
"403",0,"Wallet Style Plastic and Frosted Leather Case with Magnetic Buckle and Hand Strap for Samsung Galaxy S4 i9500i httptcoLDoYPHs5Ln","Asia"
"404",0,"Samsung Galaxy S4 casestand for those with smaller hands httptcomIqB7ZGT3G","Europe"
"405",0,"As Galaxy S4 phone WIFI dual sim single sim option mobile Smart Phone 48 httptcoYazzrioSAz","Asia"
"406",0,"decorning came across this httptcoGRNo5F2v4Q","Europe"
"407",2,"Get As Galaxy S4 phone WIFI dual sim single sim option mobile Smart Phone 48 for just 7499 a 76 savings httptco1UbEo5yvlM","Asia"
"408",2,"Samsung Galaxy S2 S3 Glass repair 8000Samsung Galaxy S4 Glass repair 10000Samsung Galaxy Note 1 2 httptcojTqbCV78FV","Asia"
"409",4,"The Samsung Galaxy S4 will be only 1 after savings w new 2year agreement or 2year qualified upgrade httptcoAkhfBkerMU PerfectGifts","Europe"
"410",1,"RaazMaan sadiqaziz Samsung Galaxy S4 or HTC one Depends on ones taste both are fantasticthank you","Europe"
"411",3,"I have Samsung GALAXY s4 red Mint condition no scratches4 sale Hit my inbox if interested","Europe"
"412",-1,"Galaxy S4 2in1 case stand for those with small hands httptcoL1Ivb7gYvk","Asia"
"413",3,"AVURY Used the galaxy s4 for 2 days No sir Back to iPhone I go I cant go back until the first of the yearrr","Europe"
"414",1,"sadiqaziz Samsung Galaxy S4 or HTC one Depends on ones taste both are fantastic","Europe"
"415",1,"Staples Black Friday Deals 1 cent Samsung Galaxy S4 Other Deals httptcoZ8Uo9Zjjw0 httptco1r2xf6OQ7I","NorthAmerica"
"416",2,"Last selfie on my iphone4 till I get my galaxy s4 httptcofDrGWAMYzL","NorthAmerica"
"417",2,"LGs G2 is supposedly an improvement of Samsungs galaxy S4yeah right but overall big ups LG","Asia"
"418",2,"USCellularCares this is my thrird galaxy s4 It will send and recieve calls and texts but will not let me use any media unless I have wifi","Europe"
"419",2,"SamsungSupport my samsung galaxy s4 does not read my sd card I have tried putting it in and out Also tried other sd cards still nothing","Asia"
"420",0,"which galaxy s4 is waterproof the active whoop lol i been out this new phone game for far too long","NorthAmerica"
"421",0,"Mom got the galaxy S4 IM JELLY","Asia"
"422",1,"Man I love my job and company they are so awesome httptcotyI95oPl05","NorthAmerica"
"423",0,"Iphone or galaxy s4 Ouff","Asia"
"424",0,"Glaxy S4 external backup battery httptcoYMOTu4YcLl","NorthAmerica"
"425",3,"Used the galaxy s4 for 2 days No sir Back to iPhone I go","Europe"
"426",0,"Samsung galaxy s4 verizon Price 1075 USD 61 Bids End Time 20131201 202909 PDT httptcoP5YGTCGiot","NorthAmerica"
